"股票代码","股票名称","来源","涨幅","最新价","涨停价","成交额","流通市值","总市值","换手率","新高","量比","热点","五分钟涨跌幅（%）","振幅（%）","涨速（%）","昨日收盘价（元）","60日涨跌幅（%）","MACD-60-历史","MACD-60-最新时间","MACD-60-最新_diff","MACD-60-最新_dea","MACD-60-最新_macd","MACD-60-最新_ema12","MACD-60-最新_ema26","MACD-日-历史","MACD-日-最新时间","MACD-日-最新_diff","MACD-日-最新_dea","MACD-日-最新_macd","MACD-日-最新_ema12","MACD-日-最新_ema26","MACD-周-历史","MACD-周-最新时间","MACD-周-最新_diff","MACD-周-最新_dea","MACD-周-最新_macd","MACD-周-最新_ema12","MACD-周-最新_ema26","KDJ-60-历史","KDJ-60-最新时间","KDJ-60-最新_K","KDJ-60-最新_D","KDJ-60-最新_J","KDJ-日-历史","KDJ-日-最新时间","KDJ-日-最新_K","KDJ-日-最新_D","KDJ-日-最新_J","KDJ-周-历史","KDJ-周-最新时间","KDJ-周-最新_K","KDJ-周-最新_D","KDJ-周-最新_J","BOLL-60-历史","BOLL-60-最新时间","BOLL-60-最新_up","BOLL-60-最新_mid","BOLL-60-最新_low","BOLL-日-历史","BOLL-日-最新时间","BOLL-日-最新_up","BOLL-日-最新_mid","BOLL-日-最新_low","BOLL-周-历史","BOLL-周-最新时间","BOLL-周-最新_up","BOLL-周-最新_mid","BOLL-周-最新_low","MA-60-历史","MA-60-最新时间","MA-60-最新_MA3","MA-60-最新_MA5","MA-60-最新_MA10","MA-60-最新_MA15","MA-60-最新_MA20","MA-60-最新_MA30","MA-60-最新_MA60","MA-60-最新_MA120","MA-60-最新_MA200","MA-60-最新_MA250","MA-日-历史","MA-日-最新时间","MA-日-最新_MA3","MA-日-最新_MA5","MA-日-最新_MA10","MA-日-最新_MA15","MA-日-最新_MA20","MA-日-最新_MA30","MA-日-最新_MA60","MA-日-最新_MA120","MA-日-最新_MA200","MA-日-最新_MA250","MA-周-历史","MA-周-最新时间","MA-周-最新_MA3","MA-周-最新_MA5","MA-周-最新_MA10","MA-周-最新_MA15","MA-周-最新_MA20","MA-周-最新_MA30","MA-周-最新_MA60","MA-周-最新_MA120","MA-周-最新_MA200","MA-周-最新_MA250"
"002837.SZ","英维克","强势,涨停","10.00","70.2","70.2","75.367亿","591.307亿","680.012亿","13.26","是","1.07","60日新高","0.00","10.72","0.00","63.82","191.53","[{""t"":""2025-08-18 10:30:00"",""diff"":5.103,""dea"":4.459,""macd"":1.289,""ema12"":60.9751,""ema26"":55.8719},{""t"":""2025-08-18 11:30:00"",""diff"":5.405,""dea"":4.648,""macd"":1.515,""ema12"":62.2866,""ema26"":56.8814},{""t"":""2025-08-18 14:00:00"",""diff"":5.474,""dea"":4.813,""macd"":1.322,""ema12"":63.1918,""ema26"":57.7176},{""t"":""2025-08-18 15:00:00"",""diff"":5.628,""dea"":4.976,""macd"":1.303,""ema12"":64.2699,""ema26"":58.6422}]","2025-08-18 15:00:00","5.628","4.976","1.303","64.2699","58.6422","[{""t"":""2025-08-18 00:00:00"",""diff"":8.091,""dea"":5.39,""macd"":5.403,""ema12"":53.0875,""ema26"":44.9961}]","2025-08-18 00:00:00","8.091","5.39","5.403","53.0875","44.9961","[{""t"":""2025-08-24 00:00:00"",""diff"":5.087,""dea"":0.88,""macd"":8.414,""ema12"":44.0763,""ema26"":38.9897}]","2025-08-24 00:00:00","5.087","0.88","8.414","44.0763","38.9897","[{""t"":""2025-08-18 10:30"",""k"":91.83,""d"":87.44,""j"":100.6},{""t"":""2025-08-18 11:30"",""k"":93.11,""d"":89.33,""j"":100.67},{""t"":""2025-08-18 14:00"",""k"":90.17,""d"":89.61,""j"":91.29},{""t"":""2025-08-18 15:00"",""k"":93.45,""d"":90.89,""j"":98.56}]","2025-08-18 15:00","93.45","90.89","98.56","[{""t"":""2025-08-18 00:00"",""k"":95.31,""d"":92.16,""j"":101.61}]","2025-08-18 00:00","95.31","92.16","101.61","[{""t"":""2025-08-24 00:00"",""k"":91.97,""d"":79.72,""j"":116.46}]","2025-08-24 00:00","91.97","79.72","116.46","[{""t"":""2025-08-18 10:30"",""u"":67.44,""d"":47.26,""m"":57.35},{""t"":""2025-08-18 11:30"",""u"":69.13,""d"":47.52,""m"":58.32},{""t"":""2025-08-18 14:00"",""u"":70.12,""d"":48.37,""m"":59.24},{""t"":""2025-08-18 15:00"",""u"":71.27,""d"":49.24,""m"":60.25}]","2025-08-18 15:00","71.27","60.25","49.24","[{""t"":""2025-08-18 00:00"",""u"":66.56,""d"":21.44,""m"":44.0}]","2025-08-18 00:00","66.56","44.0","21.44","[{""t"":""2025-08-24 00:00"",""u"":58.6,""d"":12.41,""m"":35.51}]","2025-08-24 00:00","58.6","35.51","12.41","[{""t"":""2025-08-18 10:30"",""ma3"":65.39,""ma5"":64.534,""ma10"":61.256,""ma15"":59.39,""ma20"":57.351,""ma30"":53.1357,""ma60"":45.9647,""ma120"":38.8718,""ma200"":34.7256,""ma250"":33.6291},{""t"":""2025-08-18 11:30"",""ma3"":67.4233,""ma5"":65.69,""ma10"":62.506,""ma15"":60.4353,""ma20"":58.3245,""ma30"":54.0157,""ma60"":46.5822,""ma120"":39.2105,""ma200"":34.9359,""ma250"":33.7762},{""t"":""2025-08-18 14:00"",""ma3"":68.8733,""ma5"":66.768,""ma10"":63.618,""ma15"":61.33,""ma20"":59.2435,""ma30"":54.8713,""ma60"":47.1745,""ma120"":39.537,""ma200"":35.1399,""ma250"":33.9197},{""t"":""2025-08-18 15:00"",""ma3"":69.29,""ma5"":68.128,""ma10"":64.777,""ma15"":62.2127,""ma20"":60.251,""ma30"":55.8023,""ma60"":47.7947,""ma120"":39.8803,""ma200"":35.355,""ma250"":34.0714}]","2025-08-18 15:00","69.29","68.128","64.777","62.2127","60.251","55.8023","47.7947","39.8803","35.355","34.0714","[{""t"":""2025-08-18 00:00"",""ma3"":64.0833,""ma5"":60.8,""ma10"":52.671,""ma15"":48.016,""ma20"":44.0025,""ma30"":40.0617,""ma60"":34.2568,""ma120"":36.1583,""ma200"":36.7221,""ma250"":33.9992}]","2025-08-18 00:00","64.0833","60.8","52.671","48.016","44.0025","40.0617","34.2568","36.1583","36.7221","33.9992","[{""t"":""2025-08-24 00:00"",""ma3"":60.1367,""ma5"":50.618,""ma10"":40.554,""ma15"":36.524,""ma20"":35.508,""ma30"":37.9967,""ma60"":33.6315,""ma120"":30.9063,""ma200"":31.8278,""ma250"":29.6611}]","2025-08-24 00:00","60.1367","50.618","40.554","36.524","35.508","37.9967","33.6315","30.9063","31.8278","29.6611"
"002926.SZ","华西证券","强势","0.47","10.58","11.58","9.193亿","277.725亿","277.725亿","3.30","是","1.35","60日新高","0.09","3.04","-0.19","10.53","30.14","[{""t"":""2025-08-18 10:30:00"",""diff"":0.141,""dea"":0.097,""macd"":0.088,""ema12"":10.4073,""ema26"":10.2666},{""t"":""2025-08-18 11:30:00"",""diff"":0.155,""dea"":0.108,""macd"":0.094,""ema12"":10.4554,""ema26"":10.3002},{""t"":""2025-08-18 14:00:00"",""diff"":0.156,""dea"":0.118,""macd"":0.076,""ema12"":10.4792,""ema26"":10.3232},{""t"":""2025-08-18 15:00:00"",""diff"":0.153,""dea"":0.125,""macd"":0.055,""ema12"":10.4947,""ema26"":10.3422}]","2025-08-18 15:00:00","0.153","0.125","0.055","10.4947","10.3422","[{""t"":""2025-08-18 00:00:00"",""diff"":0.234,""dea"":0.226,""macd"":0.015,""ema12"":10.216,""ema26"":9.9823}]","2025-08-18 00:00:00","0.234","0.226","0.015","10.216","9.9823","[{""t"":""2025-08-24 00:00:00"",""diff"":0.573,""dea"":0.394,""macd"":0.357,""ema12"":9.6888,""ema26"":9.1162}]","2025-08-24 00:00:00","0.573","0.394","0.357","9.6888","9.1162","[{""t"":""2025-08-18 10:30"",""k"":79.55,""d"":70.66,""j"":97.35},{""t"":""2025-08-18 11:30"",""k"":85.27,""d"":75.53,""j"":104.76},{""t"":""2025-08-18 14:00"",""k"":82.65,""d"":77.9,""j"":92.15},{""t"":""2025-08-18 15:00"",""k"":79.29,""d"":78.36,""j"":81.15}]","2025-08-18 15:00","79.29","78.36","81.15","[{""t"":""2025-08-18 00:00"",""k"":63.44,""d"":48.17,""j"":93.99}]","2025-08-18 00:00","63.44","48.17","93.99","[{""t"":""2025-08-24 00:00"",""k"":84.86,""d"":78.09,""j"":98.39}]","2025-08-24 00:00","84.86","78.09","98.39","[{""t"":""2025-08-18 10:30"",""u"":10.72,""d"":9.77,""m"":10.25},{""t"":""2025-08-18 11:30"",""u"":10.79,""d"":9.77,""m"":10.28},{""t"":""2025-08-18 14:00"",""u"":10.82,""d"":9.8,""m"":10.31},{""t"":""2025-08-18 15:00"",""u"":10.84,""d"":9.84,""m"":10.34}]","2025-08-18 15:00","10.84","10.34","9.84","[{""t"":""2025-08-18 00:00"",""u"":10.56,""d"":9.72,""m"":10.14}]","2025-08-18 00:00","10.56","10.14","9.72","[{""t"":""2025-08-24 00:00"",""u"":10.78,""d"":7.17,""m"":8.97}]","2025-08-24 00:00","10.78","8.97","7.17","[{""t"":""2025-08-18 10:30"",""ma3"":10.59,""ma5"":10.546,""ma10"":10.422,""ma15"":10.3313,""ma20"":10.246,""ma30"":10.158,""ma60"":10.1378,""ma120"":9.9338,""ma200"":9.4605,""ma250"":9.2319},{""t"":""2025-08-18 11:30"",""ma3"":10.64,""ma5"":10.61,""ma10"":10.457,""ma15"":10.3827,""ma20"":10.2815,""ma30"":10.1793,""ma60"":10.1442,""ma120"":9.9463,""ma200"":9.4715,""ma250"":9.2414},{""t"":""2025-08-18 14:00"",""ma3"":10.6667,""ma5"":10.62,""ma10"":10.48,""ma15"":10.4247,""ma20"":10.312,""ma30"":10.2013,""ma60"":10.1478,""ma120"":9.958,""ma200"":9.4817,""ma250"":9.2504},{""t"":""2025-08-18 15:00"",""ma3"":10.6367,""ma5"":10.622,""ma10"":10.509,""ma15"":10.464,""ma20"":10.341,""ma30"":10.2183,""ma60"":10.1503,""ma120"":9.9688,""ma200"":9.4919,""ma250"":9.2592}]","2025-08-18 15:00","10.6367","10.622","10.509","10.464","10.341","10.2183","10.1503","9.9688","9.4919","9.2592","[{""t"":""2025-08-18 00:00"",""ma3"":10.4433,""ma5"":10.336,""ma10"":10.169,""ma15"":10.148,""ma20"":10.1415,""ma30"":9.9663,""ma60"":9.298,""ma120"":8.8127,""ma200"":8.6528,""ma250"":8.3441}]","2025-08-18 00:00","10.4433","10.336","10.169","10.148","10.1415","9.9663","9.298","8.8127","8.6528","8.3441","[{""t"":""2025-08-24 00:00"",""ma3"":10.3367,""ma5"":10.27,""ma10"":9.733,""ma15"":9.2733,""ma20"":8.973,""ma30"":8.7987,""ma60"":8.2182,""ma120"":8.0928,""ma200"":8.183,""ma250"":8.6429}]","2025-08-24 00:00","10.3367","10.27","9.733","9.2733","8.973","8.7987","8.2182","8.0928","8.183","8.6429"
"002782.SZ","可立克","强势","2.67","18.48","19.8","14.901亿","89.905亿","91.796亿","16.83","是","1.46","60高近多板","-0.22","7.78","0.16","18.00","55.95","[{""t"":""2025-08-18 10:30:00"",""diff"":0.8,""dea"":0.671,""macd"":0.258,""ema12"":17.2101,""ema26"":16.4099},{""t"":""2025-08-18 11:30:00"",""diff"":0.813,""dea"":0.699,""macd"":0.228,""ema12"":17.3501,""ema26"":16.5366},{""t"":""2025-08-18 14:00:00"",""diff"":0.815,""dea"":0.723,""macd"":0.186,""ema12"":17.4701,""ema26"":16.6546},{""t"":""2025-08-18 15:00:00"",""diff"":0.836,""dea"":0.745,""macd"":0.181,""ema12"":17.6255,""ema26"":16.7899}]","2025-08-18 15:00:00","0.836","0.745","0.181","17.6255","16.7899","[{""t"":""2025-08-18 00:00:00"",""diff"":1.13,""dea"":0.737,""macd"":0.786,""ema12"":16.1204,""ema26"":14.9901}]","2025-08-18 00:00:00","1.13","0.737","0.786","16.1204","14.9901","[{""t"":""2025-08-24 00:00:00"",""diff"":1.023,""dea"":0.418,""macd"":1.211,""ema12"":14.6845,""ema26"":13.6616}]","2025-08-24 00:00:00","1.023","0.418","1.211","14.6845","13.6616","[{""t"":""2025-08-18 10:30"",""k"":82.39,""d"":75.86,""j"":95.45},{""t"":""2025-08-18 11:30"",""k"":80.11,""d"":77.28,""j"":85.79},{""t"":""2025-08-18 14:00"",""k"":76.98,""d"":77.18,""j"":76.58},{""t"":""2025-08-18 15:00"",""k"":79.06,""d"":77.81,""j"":81.56}]","2025-08-18 15:00","79.06","77.81","81.56","[{""t"":""2025-08-18 00:00"",""k"":86.12,""d"":81.77,""j"":94.82}]","2025-08-18 00:00","86.12","81.77","94.82","[{""t"":""2025-08-24 00:00"",""k"":88.23,""d"":83.1,""j"":98.5}]","2025-08-24 00:00","88.23","83.1","98.5","[{""t"":""2025-08-18 10:30"",""u"":18.37,""d"":14.91,""m"":16.64},{""t"":""2025-08-18 11:30"",""u"":18.57,""d"":14.91,""m"":16.74},{""t"":""2025-08-18 14:00"",""u"":18.74,""d"":14.94,""m"":16.84},{""t"":""2025-08-18 15:00"",""u"":18.96,""d"":14.96,""m"":16.96}]","2025-08-18 15:00","18.96","16.96","14.96","[{""t"":""2025-08-18 00:00"",""u"":17.99,""d"":11.76,""m"":14.88}]","2025-08-18 00:00","17.99","14.88","11.76","[{""t"":""2025-08-24 00:00"",""u"":16.94,""d"":9.41,""m"":13.18}]","2025-08-24 00:00","16.94","13.18","9.41","[{""t"":""2025-08-18 10:30"",""ma3"":18.0133,""ma5"":18.008,""ma10"":17.258,""ma15"":16.8553,""ma20"":16.6425,""ma30"":15.9837,""ma60"":14.9793,""ma120"":14.2102,""ma200"":13.5157,""ma250"":13.2394},{""t"":""2025-08-18 11:30"",""ma3"":18.0533,""ma5"":18.032,""ma10"":17.328,""ma15"":17.0147,""ma20"":16.7415,""ma30"":16.1023,""ma60"":15.0502,""ma120"":14.2523,""ma200"":13.5453,""ma250"":13.2624},{""t"":""2025-08-18 14:00"",""ma3"":18.0967,""ma5"":18.058,""ma10"":17.511,""ma15"":17.1673,""ma20"":16.841,""ma30"":16.223,""ma60"":15.1208,""ma120"":14.2945,""ma200"":13.5749,""ma250"":13.286},{""t"":""2025-08-18 15:00"",""ma3"":18.2433,""ma5"":18.154,""ma10"":17.735,""ma15"":17.334,""ma20"":16.958,""ma30"":16.356,""ma60"":15.1968,""ma120"":14.3393,""ma200"":13.606,""ma250"":13.3108}]","2025-08-18 15:00","18.2433","18.154","17.735","17.334","16.958","16.356","15.1968","14.3393","13.606","13.3108","[{""t"":""2025-08-18 00:00"",""ma3"":17.6133,""ma5"":17.22,""ma10"":16.04,""ma15"":15.3133,""ma20"":14.875,""ma30"":14.4037,""ma60"":13.3928,""ma120"":13.0558,""ma200"":12.9854,""ma250"":12.5258}]","2025-08-18 00:00","17.6133","17.22","16.04","15.3133","14.875","14.4037","13.3928","13.0558","12.9854","12.5258","[{""t"":""2025-08-24 00:00"",""ma3"":17.05,""ma5"":15.724,""ma10"":14.331,""ma15"":13.5907,""ma20"":13.1755,""ma30"":13.2547,""ma60"":12.4318,""ma120"":12.6269,""ma200"":13.986,""ma250"":13.711}]","2025-08-24 00:00","17.05","15.724","14.331","13.5907","13.1755","13.2547","12.4318","12.6269","13.986","13.711"
"002884.SZ","凌霄泵业","强势","2.45","18.39","19.75","2.985亿","50.210亿","65.778亿","5.98","是","1.70","60日新高","0.22","5.18","0.00","17.95","18.49","[{""t"":""2025-08-18 10:30:00"",""diff"":0.271,""dea"":0.246,""macd"":0.05,""ema12"":17.5608,""ema26"":17.29},{""t"":""2025-08-18 11:30:00"",""diff"":0.299,""dea"":0.257,""macd"":0.086,""ema12"":17.6545,""ema26"":17.3552},{""t"":""2025-08-18 14:00:00"",""diff"":0.331,""dea"":0.271,""macd"":0.119,""ema12"":17.7584,""ema26"":17.4274},{""t"":""2025-08-18 15:00:00"",""diff"":0.357,""dea"":0.289,""macd"":0.137,""ema12"":17.8556,""ema26"":17.4987}]","2025-08-18 15:00:00","0.357","0.289","0.137","17.8556","17.4987","[{""t"":""2025-08-18 00:00:00"",""diff"":0.448,""dea"":0.273,""macd"":0.35,""ema12"":17.2185,""ema26"":16.7701}]","2025-08-18 00:00:00","0.448","0.273","0.35","17.2185","16.7701","[{""t"":""2025-08-24 00:00:00"",""diff"":-0.001,""dea"":-0.329,""macd"":0.657,""ema12"":16.8001,""ema26"":16.8008}]","2025-08-24 00:00:00","-0.001","-0.329","0.657","16.8001","16.8008","[{""t"":""2025-08-18 10:30"",""k"":54.54,""d"":47.39,""j"":68.83},{""t"":""2025-08-18 11:30"",""k"":60.41,""d"":51.73,""j"":77.76},{""t"":""2025-08-18 14:00"",""k"":64.2,""d"":55.89,""j"":80.83},{""t"":""2025-08-18 15:00"",""k"":67.59,""d"":59.79,""j"":83.18}]","2025-08-18 15:00","67.59","59.79","83.18","[{""t"":""2025-08-18 00:00"",""k"":77.45,""d"":74.05,""j"":84.26}]","2025-08-18 00:00","77.45","74.05","84.26","[{""t"":""2025-08-24 00:00"",""k"":79.92,""d"":69.39,""j"":100.99}]","2025-08-24 00:00","79.92","69.39","100.99","[{""t"":""2025-08-18 10:30"",""u"":18.12,""d"":16.7,""m"":17.41},{""t"":""2025-08-18 11:30"",""u"":18.19,""d"":16.76,""m"":17.48},{""t"":""2025-08-18 14:00"",""u"":18.28,""d"":16.84,""m"":17.56},{""t"":""2025-08-18 15:00"",""u"":18.35,""d"":16.93,""m"":17.64}]","2025-08-18 15:00","18.35","17.64","16.93","[{""t"":""2025-08-18 00:00"",""u"":17.97,""d"":15.54,""m"":16.75}]","2025-08-18 00:00","17.97","16.75","15.54","[{""t"":""2025-08-24 00:00"",""u"":17.74,""d"":14.69,""m"":16.21}]","2025-08-24 00:00","17.74","16.21","14.69","[{""t"":""2025-08-18 10:30"",""ma3"":17.8167,""ma5"":17.706,""ma10"":17.55,""ma15"":17.5253,""ma20"":17.4075,""ma30"":17.1407,""ma60"":16.7335,""ma120"":16.4396,""ma200"":16.2044,""ma250"":16.0983},{""t"":""2025-08-18 11:30"",""ma3"":18.0433,""ma5"":17.824,""ma10"":17.598,""ma15"":17.5913,""ma20"":17.478,""ma30"":17.1957,""ma60"":16.7632,""ma120"":16.4585,""ma200"":16.2159,""ma250"":16.1077},{""t"":""2025-08-18 14:00"",""ma3"":18.17,""ma5"":17.99,""ma10"":17.687,""ma15"":17.6653,""ma20"":17.5585,""ma30"":17.257,""ma60"":16.7957,""ma120"":16.4788,""ma200"":16.2282,""ma250"":16.1179},{""t"":""2025-08-18 15:00"",""ma3"":18.2967,""ma5"":18.17,""ma10"":17.793,""ma15"":17.708,""ma20"":17.6395,""ma30"":17.3197,""ma60"":16.83,""ma120"":16.4994,""ma200"":16.2406,""ma250"":16.1283}]","2025-08-18 15:00","18.2967","18.17","17.793","17.708","17.6395","17.3197","16.83","16.4994","16.2406","16.1283","[{""t"":""2025-08-18 00:00"",""ma3"":17.8633,""ma5"":17.7,""ma10"":17.147,""ma15"":16.8647,""ma20"":16.752,""ma30"":16.5207,""ma60"":16.1605,""ma120"":16.4535,""ma200"":17.2473,""ma250"":17.411}]","2025-08-18 00:00","17.8633","17.7","17.147","16.8647","16.752","16.5207","16.1605","16.4535","17.2473","17.411","[{""t"":""2025-08-24 00:00"",""ma3"":17.68,""ma5"":17.168,""ma10"":16.546,""ma15"":16.3473,""ma20"":16.2135,""ma30"":16.726,""ma60"":17.4738,""ma120"":17.4425,""ma200"":18.4058,""ma250"":19.8826}]","2025-08-24 00:00","17.68","17.168","16.546","16.3473","16.2135","16.726","17.4738","17.4425","18.4058","19.8826"
"002895.SZ","川恒股份","强势","-0.88","25.86","28.7","2.709亿","154.288亿","157.143亿","1.75","是","1.10","60日新高","0.00","2.38","-0.08","26.09","7.53","[{""t"":""2025-08-18 10:30:00"",""diff"":0.242,""dea"":0.196,""macd"":0.092,""ema12"":25.6952,""ema26"":25.4527},{""t"":""2025-08-18 11:30:00"",""diff"":0.249,""dea"":0.207,""macd"":0.084,""ema12"":25.7421,""ema26"":25.4933},{""t"":""2025-08-18 14:00:00"",""diff"":0.241,""dea"":0.214,""macd"":0.055,""ema12"":25.7633,""ema26"":25.5219},{""t"":""2025-08-18 15:00:00"",""diff"":0.231,""dea"":0.217,""macd"":0.028,""ema12"":25.7782,""ema26"":25.547}]","2025-08-18 15:00:00","0.231","0.217","0.028","25.7782","25.547","[{""t"":""2025-08-18 00:00:00"",""diff"":0.404,""dea"":0.338,""macd"":0.131,""ema12"":25.3235,""ema26"":24.9196}]","2025-08-18 00:00:00","0.404","0.338","0.131","25.3235","24.9196","[{""t"":""2025-08-24 00:00:00"",""diff"":0.786,""dea"":0.669,""macd"":0.234,""ema12"":24.678,""ema26"":23.8921}]","2025-08-24 00:00:00","0.786","0.669","0.234","24.678","23.8921","[{""t"":""2025-08-18 10:30"",""k"":71.32,""d"":66.96,""j"":80.05},{""t"":""2025-08-18 11:30"",""k"":70.66,""d"":68.19,""j"":75.6},{""t"":""2025-08-18 14:00"",""k"":67.0,""d"":67.79,""j"":65.41},{""t"":""2025-08-18 15:00"",""k"":64.02,""d"":66.53,""j"":59.0}]","2025-08-18 15:00","64.02","66.53","59.0","[{""t"":""2025-08-18 00:00"",""k"":74.41,""d"":67.04,""j"":89.15}]","2025-08-18 00:00","74.41","67.04","89.15","[{""t"":""2025-08-24 00:00"",""k"":80.12,""d"":68.82,""j"":102.72}]","2025-08-24 00:00","80.12","68.82","102.72","[{""t"":""2025-08-18 10:30"",""u"":26.09,""d"":24.97,""m"":25.53},{""t"":""2025-08-18 11:30"",""u"":26.15,""d"":24.97,""m"":25.56},{""t"":""2025-08-18 14:00"",""u"":26.18,""d"":25.01,""m"":25.6},{""t"":""2025-08-18 15:00"",""u"":26.19,""d"":25.06,""m"":25.63}]","2025-08-18 15:00","26.19","25.63","25.06","[{""t"":""2025-08-18 00:00"",""u"":25.94,""d"":24.32,""m"":25.13}]","2025-08-18 00:00","25.94","25.13","24.32","[{""t"":""2025-08-24 00:00"",""u"":26.45,""d"":21.78,""m"":24.11}]","2025-08-24 00:00","26.45","24.11","21.78","[{""t"":""2025-08-18 10:30"",""ma3"":25.9833,""ma5"":25.96,""ma10"":25.694,""ma15"":25.5913,""ma20"":25.533,""ma30"":25.2793,""ma60"":25.056,""ma120"":24.6428,""ma200"":24.1591,""ma250"":24.303},{""t"":""2025-08-18 11:30"",""ma3"":25.9867,""ma5"":26.008,""ma10"":25.722,""ma15"":25.6333,""ma20"":25.563,""ma30"":25.3117,""ma60"":25.076,""ma120"":24.6678,""ma200"":24.1678,""ma250"":24.3073},{""t"":""2025-08-18 14:00"",""ma3"":25.9167,""ma5"":25.966,""ma10"":25.761,""ma15"":25.6653,""ma20"":25.595,""ma30"":25.352,""ma60"":25.0957,""ma120"":24.6915,""ma200"":24.1762,""ma250"":24.3101},{""t"":""2025-08-18 15:00"",""ma3"":25.9133,""ma5"":25.94,""ma10"":25.806,""ma15"":25.702,""ma20"":25.629,""ma30"":25.3927,""ma60"":25.1125,""ma120"":24.7148,""ma200"":24.1846,""ma250"":24.3136}]","2025-08-18 15:00","25.9133","25.94","25.806","25.702","25.629","25.3927","25.1125","24.7148","24.1846","24.3136","[{""t"":""2025-08-18 00:00"",""ma3"":25.7267,""ma5"":25.66,""ma10"":25.264,""ma15"":25.126,""ma20"":25.1325,""ma30"":24.7247,""ma60"":24.2972,""ma120"":23.7903,""ma200"":23.1355,""ma250"":22.1528}]","2025-08-18 00:00","25.7267","25.66","25.264","25.126","25.1325","24.7247","24.2972","23.7903","23.1355","22.1528","[{""t"":""2025-08-24 00:00"",""ma3"":25.5667,""ma5"":25.3,""ma10"":24.401,""ma15"":24.5393,""ma20"":24.1135,""ma30"":23.613,""ma60"":21.7387,""ma120"":20.3559,""ma200"":23.3714,""ma250"":21.7074}]","2025-08-24 00:00","25.5667","25.3","24.401","24.5393","24.1135","23.613","21.7387","20.3559","23.3714","21.7074"
